"dataset","method","case_id","fault","W","alarm_fraction","alarmed"
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_1","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_2","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_2","disk",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_2","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_2","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_2","disk",2,0.12,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_2","disk",3,0.656,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_2","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_2","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_2","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_3","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_3","disk",2,0.993,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_3","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_3","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_3","disk",2,0.99,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_3","disk",3,1,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_3","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_3","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_3","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_4","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_4","disk",2,0.923,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_4","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_4","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_4","disk",2,0.747,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_4","disk",3,0.803,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_4","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_4","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_4","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_5","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_5","disk",2,0.96,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_5","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_5","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_5","disk",2,0.103,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_5","disk",3,0.049,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_5","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_5","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_5","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_1","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_1","mem",2,0.353,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_1","mem",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_1","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_1","mem",2,0.423,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_1","mem",3,0.652,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_1","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_1","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_1","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_2","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_2","mem",2,0.07,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_2","mem",3,0.591,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_2","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_2","mem",2,0.933,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_2","mem",3,0.95,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_2","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_2","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_2","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_3","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_3","mem",2,0.98,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_3","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_3","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_3","mem",2,0.263,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_3","mem",3,0.392,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_3","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_3","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_3","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_4","mem",2,0.723,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_4","mem",3,0.624,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_4","mem",2,0.597,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_4","mem",3,0.785,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_4","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_4","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_4","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_5","mem",2,0.983,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_5","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_5","mem",2,0.013,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_5","mem",3,0.072,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_5","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_5","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_5","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_1","cpu",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_1","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_1","cpu",2,0.233,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_1","cpu",3,0.138,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_1","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_1","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_1","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_2","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_2","cpu",2,0.187,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_2","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_2","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_2","cpu",2,0.28,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_2","cpu",3,0.448,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_2","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_2","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_2","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_3","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_3","cpu",2,0.123,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_3","cpu",3,0.088,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_3","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_3","cpu",2,0.077,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_3","cpu",3,0.072,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_3","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_3","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_3","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_4","cpu",2,0.06,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_4","cpu",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_4","cpu",2,0.047,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_4","cpu",3,0.061,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_4","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_4","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_4","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_5","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_5","cpu",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_5","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_5","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_5","cpu",2,0.173,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_5","cpu",3,0.077,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_5","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_5","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_5","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_1","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_1","delay",2,0.067,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_1","delay",3,0.149,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_1","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_1","delay",2,0.807,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_1","delay",3,0.983,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_1","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_1","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_1","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_2","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_2","delay",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_2","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_2","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_2","delay",2,0.933,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_2","delay",3,1,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_2","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_2","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_2","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_3","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_3","delay",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_3","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_3","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_3","delay",2,0.673,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_3","delay",3,0.895,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_3","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_3","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_3","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_4","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_4","delay",2,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_4","delay",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_4","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_4","delay",2,0.76,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_4","delay",3,0.823,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_4","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_4","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_4","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_5","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_5","delay",2,0.973,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_5","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_5","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_5","delay",2,0.76,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_5","delay",3,0.895,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_5","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_5","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_5","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_1","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_1","disk",2,0.977,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_1","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_1","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_1","disk",2,0.857,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_1","disk",3,0.984,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_1","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_1","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_1","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_2","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_2","disk",2,0.927,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_2","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_2","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_2","disk",2,0.47,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_2","disk",3,0.443,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_2","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_2","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_2","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_3","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_3","disk",2,0.967,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_3","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_3","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_3","disk",2,0.063,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_3","disk",3,0.098,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_3","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_3","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_3","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_4","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_4","disk",2,0.957,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_4","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_4","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_4","disk",2,0.113,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_4","disk",3,0.344,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_4","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_4","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_4","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_5","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_5","disk",2,0.873,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_5","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_5","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_5","disk",2,0.133,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_5","disk",3,0.033,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_5","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_5","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_5","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_1","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_1","mem",2,0.147,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_1","mem",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_1","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_1","mem",2,0.593,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_1","mem",3,0.934,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_1","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_1","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_1","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_2","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_2","mem",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_2","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_2","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_2","mem",2,0.913,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_2","mem",3,0.785,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_2","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_2","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_2","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_3","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_3","mem",2,0.99,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_3","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_3","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_3","mem",2,0.453,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_3","mem",3,0.718,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_3","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_3","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_3","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_4","mem",2,0.38,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_4","mem",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_4","mem",2,0.387,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_4","mem",3,0.685,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_4","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_4","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_4","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_5","mem",2,0.56,TRUE
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_5","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_5","mem",2,0.743,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_5","mem",3,0.768,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_5","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_5","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_5","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_1","cpu",2,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_1","cpu",3,0.133,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_1","cpu",2,0.563,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_1","cpu",3,0.376,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_1","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_1","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_1","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_2","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_2","cpu",2,0.98,TRUE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_2","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_2","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_2","cpu",2,0.223,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_2","cpu",3,0.547,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_2","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_2","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_2","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_3","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_3","cpu",2,0.237,TRUE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_3","cpu",3,0.442,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_3","cpu",1,0.01,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_3","cpu",2,0.02,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_3","cpu",3,0.039,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_3","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_3","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_3","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_4","cpu",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_4","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_4","cpu",2,0.15,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_4","cpu",3,0.199,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_4","cpu",1,0,FALSE
